no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,loan_status,total_asset_value
2,0,1,2100000,8100000,4,592,0,15100000
3,1,0,7600000,26300000,18,580,0,64300000
1,0,0,8200000,17500000,4,609,0,41900000
3,1,1,9200000,23200000,8,380,1,53600000
3,0,0,3800000,12100000,20,364,1,23800000
1,0,0,3200000,8900000,12,866,0,18100000
4,1,0,9700000,31700000,10,342,1,49500000
5,0,0,4700000,14400000,16,884,0,27400000
4,0,1,3800000,12500000,18,859,0,19400000
4,0,0,400000,1000000,20,692,0,2700000
4,1,1,3200000,6800000,16,675,0,20700000
5,0,1,3900000,12700000,8,886,0,29600000
1,0,1,3500000,13100000,10,477,1,20000000
2,0,0,2200000,8300000,6,596,0,18000000
4,1,0,6400000,19700000,20,400,1,34700000
3,0,0,9100000,19900000,2,711,0,57400000
0,1,1,3300000,8900000,2,418,1,23200000
3,0,0,7800000,21800000,8,517,1,41400000
0,1,1,6200000,16200000,6,508,1,36400000
3,1,1,7000000,26100000,18,689,0,49300000
0,0,0,9200000,28200000,12,455,1,66200000
5,1,1,7500000,20800000,6,617,0,41800000
2,0,0,5300000,13200000,10,500,1,37800000
5,1,1,6800000,22800000,14,382,1,45800000
1,1,0,7900000,20800000,18,538,1,60200000
1,0,0,1000000,3000000,18,614,0,7900000
2,0,1,7800000,25400000,10,513,1,56000000
5,0,1,3000000,8800000,14,402,1,23700000
5,0,1,5700000,15000000,20,819,0,42800000
4,1,0,6600000,25400000,12,622,0,40100000
4,0,1,7100000,18200000,4,790,0,39800000
3,0,1,1300000,4800000,14,808,0,11700000
2,1,0,5200000,16800000,18,369,1,37800000
3,0,0,5600000,20300000,4,330,0,40700000
2,0,0,7100000,16500000,14,857,0,41100000
2,0,0,5100000,19100000,8,457,1,42300000
3,1,1,7600000,29300000,8,843,0,58500000
0,0,1,2500000,5400000,6,463,1,15400000
3,0,0,6900000,22800000,16,582,0,47800000
0,0,0,3100000,6500000,2,391,1,16200000
2,0,1,9700000,35100000,20,612,0,71600000
0,1,1,5800000,12600000,2,859,0,43900000
4,1,0,7600000,18600000,18,779,0,39900000
5,1,0,700000,2800000,2,561,0,4000000
3,0,0,2300000,5600000,18,420,1,10700000
3,1,0,1600000,3300000,8,609,0,11600000
4,1,0,8100000,19300000,14,821,0,59100000
1,0,0,7700000,17100000,14,603,0,60600000
4,0,0,1500000,3400000,10,778,0,10300000
3,1,0,7400000,23500000,2,460,0,67900000
4,1,1,8900000,27100000,18,363,1,55500000
0,0,0,2400000,5300000,16,482,1,20700000
5,0,0,5600000,20300000,4,772,0,37800000
4,0,0,5900000,14400000,6,745,0,39900000
1,0,0,1600000,3300000,2,513,1,8500000
5,1,0,1100000,4000000,2,362,0,7700000
2,0,1,6600000,25600000,6,740,0,40900000
3,0,0,8900000,24400000,10,774,0,56000000
1,0,1,6400000,16400000,20,555,0,36000000
4,1,1,8200000,17300000,12,588,0,36400000
1,0,0,500000,1300000,14,619,0,4100000
0,0,0,9700000,31600000,18,607,0,72100000
3,1,1,7100000,16700000,4,435,1,41800000
4,1,1,1400000,3400000,14,835,0,9400000
1,1,0,7200000,28100000,14,767,0,51900000
1,0,1,8400000,26200000,14,643,0,55700000
4,1,0,4300000,13900000,2,894,0,22100000
0,1,1,8800000,29800000,8,343,1,70400000
4,1,0,4000000,15100000,8,800,0,32200000
3,1,1,6900000,17900000,18,494,1,43000000
4,0,0,9600000,33000000,14,336,1,49300000
2,1,0,6900000,16500000,16,785,0,58900000
1,1,1,3600000,13400000,16,732,0,22500000
2,1,0,1900000,4600000,12,587,0,10200000
3,1,1,9700000,30800000,18,471,1,64200000
2,1,0,1200000,4100000,8,497,1,8400000
1,1,0,400000,1600000,16,784,0,2300000
2,0,0,6600000,21500000,18,471,1,45400000
2,0,0,1500000,3300000,4,763,0,7600000
4,1,0,3500000,9500000,2,655,0,29000000
3,1,1,4000000,8600000,4,667,0,36600000
3,1,0,4100000,14100000,8,367,1,15900000
4,0,0,5800000,18500000,16,436,1,30500000
4,0,1,8600000,23300000,12,785,0,50600000
2,0,0,4500000,11400000,10,388,1,31800000
2,0,1,9900000,37300000,8,385,1,43100000
1,1,1,3200000,8100000,10,670,0,24000000
5,0,1,8900000,19100000,20,329,1,64200000
5,1,1,2100000,4900000,12,651,0,12500000
1,0,0,7100000,26000000,16,727,0,41600000
2,0,1,7800000,28900000,14,646,0,32300000
3,1,1,8600000,23200000,12,894,0,69700000
3,0,1,5100000,17000000,10,477,1,25000000
5,1,0,600000,2000000,20,811,0,3200000
0,0,1,6600000,21200000,18,377,1,34900000
0,1,1,4700000,17000000,18,802,0,25700000
2,0,1,7700000,19700000,14,885,0,64500000
4,0,1,6400000,21900000,6,437,1,45700000
2,0,0,1100000,2500000,20,615,0,8100000
2,1,0,8900000,17800000,20,603,0,63000000
4,1,1,2300000,5800000,8,469,1,20600000
3,0,0,8300000,17700000,16,848,0,36200000
4,0,0,900000,2700000,20,327,1,5000000
3,1,1,9200000,35000000,4,716,0,56300000
3,0,0,9800000,28300000,2,715,0,67100000
0,1,0,200000,600000,12,683,0,1000000
2,1,1,3200000,9700000,6,737,0,23100000
5,1,0,7800000,27000000,6,728,0,43400000
1,0,0,8300000,30000000,18,350,1,56800000
1,0,1,2100000,5200000,14,802,0,9600000
5,1,1,400000,1400000,4,483,0,2700000
3,0,1,7700000,21800000,18,684,0,21800000
4,0,1,5600000,16500000,20,692,0,47700000
0,0,0,8400000,31000000,4,783,0,69800000
3,0,1,1300000,4300000,18,412,1,7900000
0,1,0,8700000,30200000,10,447,1,63300000
0,1,0,2700000,8400000,14,610,0,11700000
5,0,1,800000,1800000,8,881,0,4400000
5,0,1,3800000,10300000,16,606,0,22200000
5,0,1,700000,2600000,2,869,0,3500000
4,0,1,400000,1400000,2,496,0,2100000
1,0,1,3200000,9300000,6,483,1,20000000
3,0,0,7500000,22200000,8,741,0,42100000
2,1,0,3700000,13500000,4,820,0,25600000
5,0,0,3300000,9100000,18,697,0,24500000
1,0,1,200000,500000,20,713,0,800000
1,1,0,7100000,17000000,6,754,0,35400000
3,1,1,1500000,5100000,14,837,0,9800000
0,1,0,3000000,6500000,2,691,0,23700000
3,0,1,1900000,5300000,12,436,1,13400000
0,1,0,9100000,30100000,8,322,1,60400000
0,1,0,2200000,7500000,2,333,0,11700000
0,1,1,8400000,23000000,14,455,1,53000000
1,0,1,400000,700000,10,787,0,3300000
2,0,1,5600000,15800000,16,748,0,38400000
5,1,1,8200000,27100000,4,643,0,48500000
3,1,0,1800000,5600000,20,860,0,8800000
5,1,1,6500000,23900000,2,507,0,34600000
1,0,1,3100000,11500000,4,871,0,14600000
3,1,0,3100000,9800000,12,820,0,26900000
4,0,1,5300000,14500000,4,352,1,31500000
4,0,0,1100000,4000000,14,887,0,9700000
1,0,1,6000000,13400000,12,731,0,33800000
0,0,1,6100000,14600000,18,645,0,42300000
3,1,0,4100000,14100000,10,300,1,20300000
5,0,1,7000000,26200000,12,896,0,49000000
0,1,1,8900000,27700000,6,372,1,72900000
4,0,0,4800000,12000000,6,441,1,31100000
3,0,1,7400000,18300000,4,348,1,54600000
0,0,0,9700000,27500000,18,343,1,58100000
5,0,1,9700000,22600000,16,346,1,76200000
0,1,1,4500000,11500000,14,509,1,37000000
5,0,0,8800000,29300000,10,560,0,71700000
3,0,1,3000000,7500000,6,881,0,14300000
5,0,0,1300000,3000000,20,540,1,8400000
3,0,0,5000000,12700000,14,865,0,38600000
5,0,1,1000000,2300000,12,317,1,7400000
0,1,1,3300000,11300000,20,559,0,20000000
2,1,0,6500000,23900000,18,457,1,39000000
1,1,0,4100000,12800000,8,780,0,28800000
1,0,0,9200000,29700000,10,607,0,77300000
